accessibility,address,coordinates,coordinates_type,data_url,dataset,description,email,external_id,fax_number,house_number,id,image_url,last_updated,latitude,location,longitude,name,opening_times,phone_number,po_box,po_box_number,post_name,post_number,street,url,venue_details
,"CASTELLAR         ALF, 23","[670402.25, 4621534.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-alfocea@zaragoza.es,17,976 784 034,,238,,2016-10-03T14:01:53Z,41.7273618208098,,-0.951211986460787,Junta Vecinal Alfocea,,976 784 034 / 608 600327,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/238/
,"AUTONOMIA ARAGON  CRT, 21","[681365.02, 4608448.1]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-cartuja@zaragoza.es,16,976 500 906,,237,,2016-10-03T14:04:29Z,41.6071504246494,,-0.823465440242693,Junta Vecinal La Cartuja Baja,,976 726 181,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/237/
,"MAYOR, PLAZA      MVR, 1","[681432.64, 4613337.17]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-movera@zaragoza.es,15,976 726 174,,236,,2016-10-03T14:07:41Z,41.6511402613289,,-0.821172619479094,Junta Vecinal Movera,,976 726 172,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/236/
,"SAN GREGORIO, AV  SGR, 14","[677959.56, 4617837.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-sangregorio@zaragoza.es,14,976 726 211,,235,,2016-10-03T14:09:23Z,41.692430157819,,-0.861511848261172,Junta Vecinal San Gregorio,, 976 726 210,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/235/
,"ARAGON            GRP, 4","[664294.02, 4616813.63]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-garrapinillos@zaragoza.es,13,976 726 143,,234,,2016-10-03T14:02:55Z,41.6861513667163,,-1.02591088565767,Junta Vecinal Garrapinillos,,976 726 139,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/234/
,"MAYOR, PLAZA      JSL, 7","[674770.63, 4618178.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-juslibol@zaragoza.es,12,976 726 004,,233,,2016-10-03T14:03:27Z,41.6962076663606,,-0.89970735337601,Junta Vecinal Juslibol,,976 726 003,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/233/
,"PEÑAFLOR, AV.     PÑF, 71","[683295.91, 4625638.39]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-penaflor@zaragoza.es,11,976 726 176,,232,,2016-10-03T14:08:05Z,41.7614306596045,,-0.795030898294244,Junta Vecinal Peñaflor,,976 726 175,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/232/
,"MAYOR             MNT, 115","[681172.43, 4617340.04]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-montanana@zaragoza.es,10,976 724 959,,231,,2016-10-03T14:04:52Z,41.6872279818801,,-0.823081322633516,Junta Vecinal Montañana,,976 726 148,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/231/
,"SANTA ANA         MNZ, 34","[669016.87, 4618850.21]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-monzalbarba@zaragoza.es,9,976726206,,230,,2016-10-03T14:07:20Z,41.7034950593356,,-0.96861990939348,Junta Vecinal Monzalbarba,,976726205,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/230/
,"TOMILLAR, CAMINO  VNO, 1","[669232.13, 4616336.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,junta-volivar@zaragoza.es,8,976 726 135,,229,,2016-10-03T14:10:18Z,41.6808222288762,,-0.96674727674488,Junta Vecinal Venta del Olivar,,976 726 134,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/229/
,"AZNAR,ADOLFO(CINEASTA, S/N","[676325.25, 4616139.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,3073,,,228,,2016-04-11T13:29:44Z,41.6775101509791,,-0.881639502131208,Pabellon Deportivo Municipal Actur V,,976 734 276,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/228/
,"SAN ANDRES, 8","[676769.25, 4613585.42]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,2mil2@arsys.es ,13050, ,,683,,2015-05-29T11:42:36Z,41.6544224681159,,-0.877064495770146,Galería2MIL2ART ,,976203025 ,,,,,,http://www.olemiarte.com/localizacion/galeria-art-2mil2/,http://ma.tingtun.no/ogd/datasets/data/venues/683/
,"GASCON DE GOTOR, ANS., 12","[676030.77, 4612104.8]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,fl@galeriafernandolatorre.com ,13049, ,,682,,2015-05-29T11:42:35Z,41.641258716408,,-0.886363397193709,Galería Fernando Latorre ,,976385050 ,,,,,,http://www.fernandolatorre.com ,http://ma.tingtun.no/ogd/datasets/data/venues/682/
,"SANCLEMENTE, FELIPE, 18","[676572.29, 4613221.38]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,espacioorienta@hotmail.es ,13048, ,,681,,2015-05-29T11:42:35Z,41.6511893863491,,-0.879535871882708,Galería Espacio Orienta ,,610 392040 ,,,,,,http://espacioorienta.es.kz ,http://ma.tingtun.no/ogd/datasets/data/venues/681/
,"LOSTAL, MARIA, 26","[676659.99, 4612717.91]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,info@artymagen.org ,13047, ,,680,,2015-05-29T11:42:35Z,41.6466382062286,,-0.87863211183094,Galería Arteymagen ,,619867101 ,,,,,,http://artymagen.org ,http://ma.tingtun.no/ogd/datasets/data/venues/680/
,"SANTIAGO, 3-5","[676716.86, 4613911.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,galeriapilargines@gmail.com,13046, ,,679,,2015-05-29T11:42:35Z,41.6573707565582,,-0.877596814487073,Galería Pilar Ginés ,,666 125 215,,,,,,http://www.galeriadeartepilargines.com/,http://ma.tingtun.no/ogd/datasets/data/venues/679/
,"JAIME I (DON), 14","[676720.6, 4613595.62]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,info@zaragozagrafica.com ,13045,976293286,,678,,2015-05-29T11:42:35Z,41.6545250658395,,-0.877645364179241,Galería Zaragoza Gráfica(Espacio Víctor Mira) ,,976293285 / 658 028 921,,,,,,http://www.zaragozagrafica.com ,http://ma.tingtun.no/ogd/datasets/data/venues/678/
,"CIPRES, 2","[676411.35, 4613880.09]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,galeria@miguelmarcos.com ,13044, ,,677,,2015-05-29T11:42:35Z,41.6571540933073,,-0.881272956959302,Galería Miguel Marcos ,,976 296366 ,,,,,,http://www.miguelmarco.com ,http://ma.tingtun.no/ogd/datasets/data/venues/677/
,"SANCHO, MANUELA, 11-13","[677125.66, 4613246.58]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,galeria@cristinamarin.com,13105, ,,675,,2015-05-29T11:42:35Z,41.6512934528963,,-0.872887358949114,Galería Cristina Marín ,,619824466 ,,,,,,http://gaca-artearagon.es/wordpress/?p=382,http://ma.tingtun.no/ogd/datasets/data/venues/675/
,"FITA, BERNARDO, 19","[675736.49, 4612919.92]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,galeria@adelarte.es ,13104, ,,674,,2015-05-29T11:42:35Z,41.6486606013222,,-0.889655066899569,Galería A Del Arte ,,976221757 / 618313355 ,,,,,,http://www.adelarte.es ,http://ma.tingtun.no/ogd/datasets/data/venues/674/
,"ZUMALACARREGUI, TOMAS, 12","[676018.73, 4612560.28]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,info@finestraestudio.es ,13103,976229531,,673,,2015-05-29T11:42:35Z,41.6453611897517,,-0.886373833999486,Galería Finestra Estudio ,,976234516 ,,,,,,http://www.finestraestudio.es ,http://ma.tingtun.no/ogd/datasets/data/venues/673/
,"CONSTITUCION, PASEO, 28","[676597.12, 4612990.8]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,info@galeriazeus.com ,13102, ,,672,,2015-05-29T11:42:35Z,41.6491084274425,,-0.879305983505845,Galería  Zeus ,,976229808 ,,,,,,http://www.galeriazeus.com ,http://ma.tingtun.no/ogd/datasets/data/venues/672/
,"ROYO URIETA, MARIANO, 14","[676054.8, 4612761.98]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,, arteinformado@arteinformado.com,13101, ,,671,,2015-05-29T11:42:35Z,41.6471687443712,,-0.885881614426235,Galería C.A.C (Cameros Art Consulting),,976233559 / 607265425 ,,,,,,http://www.arteinformado.com/guia/o/sala-de-arte-cac-cameros-art-consulting-108970,http://ma.tingtun.no/ogd/datasets/data/venues/671/
,"RETAMA            CRT, 17","[681500.23, 4605502.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,, queroche@queroche.com,20330,976 132 307,,670,,2015-05-29T11:42:36Z,41.5806085999313,,-0.822735435382989,Queroche,,976 132 310,,,,,,http://www.queroche.com/pral.htm,http://ma.tingtun.no/ogd/datasets/data/venues/670/
,"GASCA, MARIANO DE LA, 21","[675950.57, 4612733.93]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,, secretaria@laagrupacion.net ,13160, ,,669,,2015-05-29T11:42:35Z,41.6469392723189,,-0.887140673559165,Galería de arte Agrupación Artística Aragonesa ,,976224227 ,,,,,,http://www.agrupacionartisticaaragonesa.es/ ,http://ma.tingtun.no/ogd/datasets/data/venues/669/
,"SACRAMENTO (MADRE), 31","[675702.02, 4613231.42]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,galeria@antoniapuyo.com ,13040,976284238,,668,,2016-11-09T14:41:54Z,41.6514720408315,,-0.889977200276388,Galería Antonia Puyó,,976469530 ,,,,,,http://www.antoniapuyo.com ,http://ma.tingtun.no/ogd/datasets/data/venues/668/
,"CADENA, 28","[677029.99, 4613270.27]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,info@calvoimayayo.com ,13061, ,,667,,2015-05-29T11:42:35Z,41.6515279375039,,-0.874028490860317,Galería Calvo i Mayayo ,,976395621 ,,,,,,http://www.calvoimayayo.com ,http://ma.tingtun.no/ogd/datasets/data/venues/667/
,"MOLINER, MARIA, 7","[676230.25, 4612104.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,, galeria@elsolsaleparatodos.es,13083, ,,666,,2015-05-29T11:42:35Z,41.6412074581765,,-0.88397000608977,Galería Margó Venegas Pérez ,,976389517 / 655 700 725,,,,,,http://www.margovenegas.com/,http://ma.tingtun.no/ogd/datasets/data/venues/666/
,"SANTA ISABEL, 9","[676550.28, 4613913.82]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,lacajaroja2008@hotmail.com ,13082, ,,665,,2015-05-29T11:42:35Z,41.6574269356364,,-0.879595522015503,Galería Caja Roja ,,620049342 ,,,,,,http://www.lacajaroja.info ,http://ma.tingtun.no/ogd/datasets/data/venues/665/
,"ZURITA, JERONIMO, 8","[676527.26, 4613315.16]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,info@sala8.es ,13081, ,,664,,2015-05-29T11:42:35Z,41.6520434762234,,-0.88004859493181,Galería Sala 8 ,,976 231190 ,,,,,,http://www.zaragoza.es/ciudad/centros/detalle_Centro?id=13081,http://ma.tingtun.no/ogd/datasets/data/venues/664/
,"SANTA JOAQ DE VEDRUNA, 5","[676459.06, 4612918.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,salduba@grup-escola.com,13080, ,,663,,2015-05-29T11:42:35Z,41.6484882209649,,-0.880984143006916,Galería Salduba ,,976230705 ,,,,,,http://www.grup-escola.com ,http://ma.tingtun.no/ogd/datasets/data/venues/663/
,"SAN VICENTE PAUL, 28","[677048.19, 4613652.99]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,,20630,,,662,,2016-11-10T15:35:31.845380Z,41.6549687579611,,-0.873696730547123,Victoria Almacén de Arte,,639 55 78 89,,,,,,https://www.facebook.com/pages/Victoria-Almacén-de-Arte/642872049147375,http://ma.tingtun.no/ogd/datasets/data/venues/662/
,"JUSTICIA, PLAZA DEL, 2","[676465.17, 4613970.12]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,info@sancayetano3.com,6225,,,661,,2015-05-29T11:42:35Z,41.6579525421163,,-0.880600416079972,Galería de arte San Cayetano 3,,629757575,,,,,,http://sancayetano3.com/,http://ma.tingtun.no/ogd/datasets/data/venues/661/
,"SAGASTA, PASEO DE, 72","[676112.1, 4612147.51]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,contacto@galeriacarolinarojo.com,5765,,,660,,2015-05-29T11:42:35Z,41.6416251961403,,-0.885374917009861,Galería Carolina Rojo,,976958180,,,,,,http://galeriacarolinarojo.com/,http://ma.tingtun.no/ogd/datasets/data/venues/660/
,"CADENA, 8","[677010.03, 4613357.02]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,,aroyagaleria@yahoo.es ,13060, ,,659,,2015-05-29T11:42:35Z,41.6523132068267,,-0.874242350918671,Galería Aroya,,600355682 / 976215410,,,,,,http://www.olemiarte.com/localizacion/galeria-aroya/,http://ma.tingtun.no/ogd/datasets/data/venues/659/
,"PILAR, PL. NTRA. SRA., S/N","[676566.08, 4614083.11]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/6/,, ,13120, ,,658,,2015-05-29T11:42:35Z,41.658947218939,,-0.879355875944555,Galería Lauman ,,976758127 ,,,,,,http://www.zaragoza.es/ciudad/cultura/observatorio/directorios/detalle_Centro?id=13120,http://ma.tingtun.no/ogd/datasets/data/venues/658/
,"LOGROÑO, AUTOVIA DE, 14","[672639.92, 4614441.39]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10354,,,715,,2015-05-29T11:42:36Z,41.6630323651454,,-0.926377425733893,Parque Empresarial Vista Bella,,,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=67,http://ma.tingtun.no/ogd/datasets/data/venues/715/
,"CARTUJA BAJA, PG.IND., S/N","[681195.25, 4608415.96]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10353,,,714,,2015-05-29T11:42:35Z,41.6068996847882,,-0.825511132159859,Parque Empresarial Tecnum,,976 468 740,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=70,http://ma.tingtun.no/ogd/datasets/data/venues/714/
,"ENMEDIO, CAMINO, 84","[678699.81, 4610952.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10352,,,713,,2015-05-29T11:42:36Z,41.630293351476,,-0.854681259279198,Parque Empresarial Quattro (Antigua Asociación Cima),,976 419 000,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=71,http://ma.tingtun.no/ogd/datasets/data/venues/713/
,"LOGROÑO, AUTOVIA DE, 6,5","[669170.05, 4616951.52]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10351,,,712,,2015-05-29T11:42:36Z,41.6863715132434,,-0.967318390541037,Parque Empresarial Las Ventas,,976 231 666 	,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=75,http://ma.tingtun.no/ogd/datasets/data/venues/712/
,"CARTUJA BAJA, PG.IND., S/N","[681195.25, 4608415.96]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,terinza@terinza.com,10350,976 486 331,,711,,2015-05-29T11:42:36Z,41.6068996847882,,-0.825511132159859,Parque Empresarial Empresarium,,976 486 078,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=76,http://ma.tingtun.no/ogd/datasets/data/venues/711/
,"HUESCA, CARRETERA DE, 11,2","[677599.07, 4619383.52]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10349,976 587 365,,710,,2015-05-29T11:42:36Z,41.7064262032308,,-0.865380518627075,Ciudad del Transporte,,976 150 409,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=77,http://ma.tingtun.no/ogd/datasets/data/venues/710/
,"CARTUJA BAJA, PG.IND., S/N","[681195.25, 4608415.96]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10348,976 468 741,,709,,2015-05-29T11:42:36Z,41.6068996847882,,-0.825511132159859,Parque Empresarial Miraflores,,976 468 740,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=232,http://ma.tingtun.no/ogd/datasets/data/venues/709/
,"CARTUJA BAJA, PG.IND., S/N","[681195.25, 4608415.96]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10347,,,708,,2015-05-29T11:42:36Z,41.6068996847882,,-0.825511132159859,Parque Tecnológico de Reciclado López Soriano ( Residuos ),,876 242 600,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=160,http://ma.tingtun.no/ogd/datasets/data/venues/708/
,"SANTA ISABEL, AV., 65","[680412.44, 4615448.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10346,91 556 69 89,,707,,2015-05-29T11:42:36Z,41.670370838862,,-0.832778549620294,Polígono Malpica - Santa Isabel y ampliación,,91 556 50 15,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=137,http://ma.tingtun.no/ogd/datasets/data/venues/707/
,"COGULLADA, CARRETERA, 21","[678384.31, 4615918.44]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10345,,,706,,2015-05-29T11:42:36Z,41.675061917602,,-0.856984665781994,Parque Empresarial Valseca,,976 522 952,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=65,http://ma.tingtun.no/ogd/datasets/data/venues/706/
,"DIAGONAL PLAZA, AV., 8","[667799.91, 4611307.94]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10344,976 202 174,,705,,2015-05-29T11:42:36Z,41.6358601058366,,-0.98535629659816,Plataforma Logística de Zaragoza - PLAZA ,,976 203 830,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=73,http://ma.tingtun.no/ogd/datasets/data/venues/705/
,"HUESCA, CARRETERA DE, 11,2","[677599.07, 4619383.52]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,info@puertanorte.es,10343,976 236 460,,704,,2015-05-29T11:42:36Z,41.7064262032308,,-0.865380518627075,Parque Empresarial Puerta Norte,,976 231 134,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=211,http://ma.tingtun.no/ogd/datasets/data/venues/704/
,"COGULLADA, CARRETERA, 65","[678834.42, 4617240.13]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10342,976 399 304,,703,,2015-05-29T11:42:36Z,41.6868572875946,,-0.851185024609981,Parque Empresarial Mercazaragoza,,976 464 180 	,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=179,http://ma.tingtun.no/ogd/datasets/data/venues/703/
,"CASTELLON, CARRETERA, 5","[678939.75, 4610931.01]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10341,,,702,,2015-05-29T11:42:36Z,41.6300461404768,,-0.851809111924584,Parque Empresarial San Valero,,976 467 620,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=62,http://ma.tingtun.no/ogd/datasets/data/venues/702/
,"CASTELLON, CARRETERA, 5","[679026.0, 4610647.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10340,,,701,,2015-05-29T11:42:35Z,41.6274704440906,,-0.850859312460406,Parque Empresarial Montemolín,,,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=55,http://ma.tingtun.no/ogd/datasets/data/venues/701/
,"DIESEL, RUDOLF, 5","[677914.73, 4616517.75]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10339,,,700,,2015-05-29T11:42:36Z,41.6805612680325,,-0.862443602172244,Parque Empresarial Molino del Pilar,,976 230 127 	,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=54,http://ma.tingtun.no/ogd/datasets/data/venues/700/
,"LOGROÑO, AUTOVIA DE, S/N","[670859.58, 4615902.71]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10338,,,699,,2015-05-29T11:42:36Z,41.6765700128011,,-0.947330297091106,Parque Empresarial Miguel Servet,,,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=52,http://ma.tingtun.no/ogd/datasets/data/venues/699/
,"LOGROÑO, AUTOVIA DE, S/N","[669962.38, 4616083.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10337,,,698,,2015-05-29T11:42:36Z,41.6783893459864,,-0.958051000796154,Parque Empresarial Los Arcos,,,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=47,http://ma.tingtun.no/ogd/datasets/data/venues/698/
,"ESPAÑA, PLAZA DE  SJN, 7","[679706.41, 4620885.24]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10336,,,697,,2015-05-29T11:42:36Z,41.7194695803346,,-0.839616190702463,Parque Empresarial Las Navas,,,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=44,http://ma.tingtun.no/ogd/datasets/data/venues/697/
,"CASTELLON, CARRETERA, 3","[678396.8, 4611369.43]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10335,,,696,,2015-05-29T11:42:36Z,41.6341139292859,,-0.858192217925485,Parque Empresarial La Unión II,,,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=139,http://ma.tingtun.no/ogd/datasets/data/venues/696/
,"CASTELLON, CARRETERA, 3","[678396.8, 4611369.43]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10334,,,695,,2015-05-29T11:42:36Z,41.6341139292859,,-0.858192217925485,Parque Empresarial La Unión I,,,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=40,http://ma.tingtun.no/ogd/datasets/data/venues/695/
,"PINO, EL          CRT, 22","[681522.99, 4608209.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10333,,,694,,2015-05-29T11:42:36Z,41.604962443212,,-0.821643405080629,Parque Empresarial Insider - La Cartuja Baja,,976 359 690,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=31,http://ma.tingtun.no/ogd/datasets/data/venues/694/
,"LOGROÑO, AUTOVIA DE, S/N","[670859.58, 4615902.71]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10332,976 332 205,,693,,2015-05-29T11:42:36Z,41.6765700128011,,-0.947330297091106,Parque Empresarial Europa II,,976 333 242,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=28,http://ma.tingtun.no/ogd/datasets/data/venues/693/
,"LOGROÑO, AUTOVIA DE, 14","[672639.92, 4614441.39]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/7/,,,10331,,,692,,2015-05-29T11:42:36Z,41.6630323651454,,-0.926377425733893,Parque Empresarial Europa I,,976 354 619 	,,,,,,http://www.camarazaragoza.com/poligonos/html/fichaOM.asp?tabla=t_poligonos2_pub&amp;id=27,http://ma.tingtun.no/ogd/datasets/data/venues/692/
